region,customer,total_sales,sales_rank
"TAMIL NADU","POLUR Tiruvannamalai",399.00,644
"TAMIL NADU",NATHAM,399.00,644
"TAMIL NADU",KANNAMANGALAM,386.00,658
"TAMIL NADU",JAMBAI,382.00,659
"TAMIL NADU","PAPPARAPATTI DHARMAPURI DISTRICT",382.00,659
"TAMIL NADU","chekkanoorani, madurai",382.00,659
"TAMIL NADU","Singaperumal koil",382.00,659
"TAMIL NADU",Palakkarai,382.00,659
"TAMIL NADU","SRIPERUMBUDUR pH:9944226768",382.00,659
"TAMIL NADU",ERODEErode,382.00,659
"TAMIL NADU",Kallakuruchi,382.00,659
"TAMIL NADU","Chrompet, Chennai",380.00,667
"TAMIL NADU",VALAVANUR,376.00,668
"TAMIL NADU","Theni district",376.00,668
"TAMIL NADU",PERALAM,376.00,668
"TAMIL NADU",MELPATTAMPAKKAM,376.00,668
"TAMIL NADU",NAZERATH,376.00,668
"TAMIL NADU","Hms colony Madurai",376.00,668
"TAMIL NADU","BODINAYAKANUR, theni dt",376.00,668
"TAMIL NADU","T.Vadipatti,Madurai",369.00,675
"TAMIL NADU","Medavakkam, Chennai",368.00,676
"TAMIL NADU",CHENNAI600031,368.00,676
"TAMIL NADU","PONNERI tk",364.00,678
"TAMIL NADU","KalasaLingam University",364.00,678
"TAMIL NADU",PERUNDURAI,359.00,680
"TAMIL NADU",KALUGUMALAI,359.00,680
"TAMIL NADU","TNPL PUGALUR",353.00,682
"TAMIL NADU",MECHERI,353.00,682
"TAMIL NADU","Kulayankarisal,Thoothukudi District",353.00,682
"TAMIL NADU","Arasu nager Pc Patti,theni",352.00,685
"TAMIL NADU","Addision Nagar, Mangadu",352.00,685
"TAMIL NADU","Ayan kollan kondan (PO) Rajapalayam (TK)",349.00,687
"TAMIL NADU","Thirupuvanam Sivaganga District",345.00,688
"TAMIL NADU",KOLATHUR,333.00,689
"TAMIL NADU",MANALURPET,330.00,690
"TAMIL NADU",SEITHUR,325.00,691
"TAMIL NADU",DHALAVOIPURAM,318.00,692
"TAMIL NADU",GUDUVANCHERI,318.00,692
"TAMIL NADU",Jalagandapuram,316.00,694
"TAMIL NADU","CHENNAI 106",313.00,695
"TAMIL NADU","Somanur,Karumathampatti",307.00,696
"TAMIL NADU",Ramapuram,307.00,696
"TAMIL NADU",THAKKOLAM,302.86,698
"TAMIL NADU","Krishnapuram, Coimbatore",301.00,699
"TAMIL NADU","Kovaipudur, Coimbatore",301.00,699
"TAMIL NADU","SIVAGIRI, TIRUNELVELI DISTRICT",301.00,699
"TAMIL NADU",Zionpuram,301.00,699
"TAMIL NADU",MUTTAYYAPURAM,301.00,699
"TAMIL NADU",THOOKKANAIKAMPALAYAM,301.00,699
"TAMIL NADU","Coimbatore I",293.00,705
"TAMIL NADU","Thirumanagalam madurai",286.67,706
"TAMIL NADU",SETHIATHOPPU,286.67,706
"TAMIL NADU",JAYANKONDAM,279.00,708
"TAMIL NADU",KILAPAVOOR,241.00,709
"TAMIL NADU",VIKRAVANDI,0.00,710
"TAMIL NADU",MALLANKINARU,0.00,710
"TAMIL NADU",katpadi,0.00,710
"TAMIL NADU",Kalpakkam,0.00,710
"TAMIL NADU","Sivagangai  district",0.00,710
"TAMIL NADU",KURINJIPADI,0.00,710
"TAMIL NADU","Krishnagiri dt",0.00,710
"TAMIL NADU","Thiruvallur District",0.00,710
"TAMIL NADU",Melpakkam,0.00,710
"TAMIL NADU",KOTTAIYUR,0.00,710
"TAMIL NADU",KOLAPPALUR,0.00,710
"TAMIL NADU","KALAIYARKOIL, SIVAGANGA DISTRICT",0.00,710
"TAMIL NADU","OTHAKADAI Madurai",0.00,710
"TAMIL NADU",MANAVALAKURICHI,0.00,710
"TAMIL NADU",ARUMBAVUR,0.00,710
"TAMIL NADU","Elapakkam (post) chengalpattu  (district)",0.00,710
"TAMIL NADU","PONNAMARAVATHI, PUDUKOTTAI DISTRICT",0.00,710
"TAMIL NADU",Chennai-81,0.00,710
"TAMIL NADU","Thirupatture district,Tamilnadu.india.",0.00,710
"TAMIL NADU",Poonamallee,0.00,710
"TAMIL NADU","Attur, salem",0.00,710
"TAMIL NADU",Redhills,0.00,710
"TAMIL NADU",Madura,0.00,710
TELANGANA,HYDERABAD,7248726.61,1
TELANGANA,SECUNDERABAD,478987.92,2
TELANGANA,WARANGAL,174801.78,3
TELANGANA,KARIMNAGAR,101433.28,4
TELANGANA,NIZAMABAD,64128.71,5
TELANGANA,KHAMMAM,53363.57,6
TELANGANA,KAMAREDDY,35466.00,7
TELANGANA,SANGAREDDY,34980.26,8
TELANGANA,NALGONDA,32947.00,9
TELANGANA,RAMAGUNDAM,23343.67,10
TELANGANA,MAHBUBNAGAR,22076.96,11
TELANGANA,MANCHERIAL,20230.00,12
TELANGANA,MEDAK,18670.00,13
TELANGANA,SIDDIPET,17331.00,14
TELANGANA,MIRYALAGUDA,17234.00,15
TELANGANA,JAGTIAL,17162.00,16
TELANGANA,Vikarabad,13770.00,17
TELANGANA,Adilabad,13676.00,18
TELANGANA,SURYAPET,13287.44,19
TELANGANA,"WARANGAL URBAN",12182.14,20
TELANGANA,SATHUPALLY,11856.00,21
TELANGANA,MAHABUBABAD,11700.58,22
TELANGANA,Kodad,11397.00,23
TELANGANA,FAROOQNAGAR,11221.72,24
TELANGANA,JAMMIKUNTA,10782.00,25
TELANGANA,BALLEPALLE,10560.30,26
TELANGANA,DHARMAPURI,10531.04,27
TELANGANA,Secundrabad,10350.00,28
TELANGANA,METAPALLY,10013.96,29
TELANGANA,PEDDAPALLE,9737.00,30
TELANGANA,Medchal,9016.42,31
TELANGANA,KOTHAGUDEM,8996.00,32
TELANGANA,Hanamkonda,8895.00,33
TELANGANA,Nirmal,8846.43,34
TELANGANA,TANDUR,8619.29,35
TELANGANA,ARMUR,8551.86,36
TELANGANA,BHADRACHALAM,8520.00,37
TELANGANA,JANGAON,8513.81,38
TELANGANA,ACHAMPET,8203.29,39
TELANGANA,DEVARAKONDA,8195.28,40
TELANGANA,POTHREDDIPALLE,7670.00,41
TELANGANA,WANAPARTHY,7307.00,42
TELANGANA,kompally,7011.00,43
TELANGANA,MAHABUBNAGAR,6951.00,44
TELANGANA,EDDUMAILARAM,6816.00,45
TELANGANA,SADASIVPET,6430.14,46
TELANGANA,Koratla,6334.18,47
TELANGANA,SIRCILLA,6290.00,48
TELANGANA,"Maheswaram mandal",5688.00,49
TELANGANA,Hyderbad,5464.00,50
TELANGANA,ZAHIRABAD,5401.99,51
TELANGANA,Rangareddy,5288.00,52
TELANGANA,JillelaGuda,5220.00,53
TELANGANA,choutuppal,5043.00,54
TELANGANA,Badepalle,5032.00,55
TELANGANA,YELLANDU,5000.00,56
TELANGANA,GAJWEL,4973.00,57
TELANGANA,KOTHAKOTA,4922.00,58
TELANGANA,"HYDERABAD (500034)",4721.00,59
TELANGANA,BODHAN,4700.00,60
TELANGANA,Bhupalpalle,4597.00,61
TELANGANA,HUZURABAD,4554.00,62
TELANGANA,ADDAKAL,4511.58,63
TELANGANA,GADWAL,4363.00,64
TELANGANA,JALLARAM,4340.00,65
TELANGANA,NARAYANPET,3816.00,66
TELANGANA,NARSAMPET,3812.00,67
TELANGANA,MANUGUR,3722.89,68
TELANGANA,"KATARAM, JAYASHANKAR BHUPALAPALLY DISTRICT",3505.00,69
TELANGANA,ISNAPUR,3479.00,70
TELANGANA,JOGIPET,3461.00,71
TELANGANA,NAKREKAL,3405.99,72
TELANGANA,ATMAKUR,3264.00,73
TELANGANA,Patancheru,3210.00,74
TELANGANA,"phanigiri road,Chaitanyapuri,Hyderabad",3198.00,75
TELANGANA,BHAINSA,3130.00,76
TELANGANA,"HUZUR NAGAR",3121.00,77
TELANGANA,PALWANCHA,3056.00,78
TELANGANA,NAGARKURNOOL,2957.00,79
TELANGANA,BHONGIR,2833.00,80
TELANGANA,CHITYALA,2760.00,81
TELANGANA,MADHIRA,2731.00,82
TELANGANA,"SHANKARAMPET A",2703.00,83
TELANGANA,"KANCHANBAGH  HYDERABAD",2612.00,84
TELANGANA,"Narsapur , medak district",2384.76,85
TELANGANA,"secunderabad 500094",2364.00,86
TELANGANA,"Old alwal  secunderabad",2364.00,86
TELANGANA,HYDERABA,2332.00,88
TELANGANA,BELLAMPALLE,2318.86,89
TELANGANA,ARMOOR,2284.67,90
TELANGANA,"Hyderabad,",2252.00,91
TELANGANA,PEDDAPALLI,2249.67,92
TELANGANA,"Sangareddy District",2232.00,93
TELANGANA,Malkajgiri,2227.00,94
TELANGANA,Yeldurthy,2224.00,95
TELANGANA,PAPANNAPET,2205.00,96
TELANGANA,nereducharla,2163.00,97
TELANGANA,Hayathnagar,2155.00,98
TELANGANA,Jadcherla,2135.00,99
TELANGANA,"Hayathnagar, HYDERABAD",2055.00,100
TELANGANA,KALWAKURTHY,2040.00,101
TELANGANA,"Kukatpally, HYDERABAD",2012.00,102
TELANGANA,"Gachibowli / Hyderabad",1996.00,103
TELANGANA,"Hyderabad,Rangareddy",1996.00,103
TELANGANA,CHELPUR,1977.00,105
TELANGANA,Raikal,1962.00,106
TELANGANA,"Makthal,narayanpet dist",1949.00,107
TELANGANA,"Jillelguda , Meerpet , HYDERABAD",1934.00,108
TELANGANA,"Hanamkonda, WARANGAL Urban",1836.00,109
TELANGANA,RATNAPUR,1804.00,110
TELANGANA,Kagaznagar,1744.00,111
TELANGANA,PARGI,1719.00,112
TELANGANA,"POTHREDDIPALLY, Sangareddy",1700.00,113
TELANGANA,",HYDERABAD",1689.00,114
TELANGANA,Saroornagar,1677.00,115
TELANGANA,Shamshabad,1645.00,116
TELANGANA,"khajaguda, Gachibowli",1629.00,117
TELANGANA,THORRUR,1626.00,118
TELANGANA,Vemulawada,1564.00,119
TELANGANA,SecunderabadSecunderabad,1554.00,120
TELANGANA,Karimanagar,1549.00,121
TELANGANA,"Secunderabad, HYDERABAD",1542.87,122
TELANGANA,"Kondapur, Hyderabad",1542.00,123
TELANGANA,"Boduppal, Hyderabad - 92",1523.00,124
TELANGANA,Hanmakonda,1518.00,125
TELANGANA,Shadnagar,1507.00,126
TELANGANA,"Peddapalli District",1495.00,127
TELANGANA,MADIKONDA,1488.00,128
TELANGANA,PEBBAIR,1488.00,128
TELANGANA,"Hanamkond, WARANGAL",1461.00,130
TELANGANA,VICARABAD,1458.00,131
TELANGANA,"RR Dist.",1457.00,132
TELANGANA,"District Kamareddy",1450.00,133
TELANGANA,RAJENDRANAGAR,1449.00,134
TELANGANA,IBRAHIMPATNAM,1436.00,135
TELANGANA,"Khammam ,nelakondapalli",1403.00,136
TELANGANA,"Nizampet Village, Ranga Reddy District, Hyderabad",1382.00,137
TELANGANA,Uppal,1380.00,138
TELANGANA,HYDERABAD.,1363.00,139
TELANGANA,"karimnagar,",1356.00,140
TELANGANA,MANDAMARRI,1344.00,141
TELANGANA,chigur,1301.00,142
TELANGANA,Rangaareddy,1281.00,143
TELANGANA,Yacharam,1276.00,144
TELANGANA,Secunderabad.,1266.00,145
TELANGANA,YERRABALEM,1234.00,146
TELANGANA,Nacharam,1224.00,147
TELANGANA,Miyapur,1215.00,148
TELANGANA,"Beet bazar",1201.00,149
TELANGANA,"Hyderabad telangana",1199.00,150
TELANGANA,"Medipally ,Hyderabad",1197.00,151
TELANGANA,Luxettipet,1194.00,152
TELANGANA,HYD,1186.00,153
TELANGANA,HYDERABADyderabad,1186.00,153
TELANGANA,TALLADA,1177.10,155
TELANGANA,"Kompally, HYDERABAD",1176.00,156
TELANGANA,"Hanamkonda ,WARANGAL",1168.00,157
TELANGANA,AMANGAL,1163.00,158
TELANGANA,"Dubbak peddagundavelli",1148.00,159
TELANGANA,"WARANGAL rural",1141.00,160
TELANGANA,"miyapur, hyderabad",1133.00,161
TELANGANA,ICHODA,1133.00,161
TELANGANA,Nereducherla,1125.00,163
TELANGANA,"saroornagar rr district",1120.00,164
TELANGANA,Chandrugonda,1116.00,165
TELANGANA,"Ameenpur Hyderabad",1100.00,166
TELANGANA,MANAKONDUR,1098.00,167
TELANGANA,QUTUBULLAPUR,1074.30,168
TELANGANA,"Hyderabad, Ranga Reddy",1066.00,169
TELANGANA,Peddapally,1063.00,170
TELANGANA,TURKAPALLY,1039.00,171
TELANGANA,Managuru,1034.00,172
TELANGANA,"Bapu Nagar, Sanjeeva Reddy Nagar, HYDERABAD",1031.00,173
TELANGANA,Mudhole,998.00,174
TELANGANA,CHENNUR,994.00,175
TELANGANA,DEVARKADRA,989.00,176
TELANGANA,"Madeenaguda, Chandanagar, Hyderabad",984.00,177
TELANGANA,Hydrabad,967.00,178
TELANGANA,"Station GHANPUR,WARANGAL DISTRICT",942.00,179
TELANGANA,"Hyderabad, Telangana",939.00,180
TELANGANA,"Begumpet, Hyderabad",939.00,180
TELANGANA,HYhyderabad,909.00,182
TELANGANA,"Shankerpally, R.R.Dist",885.00,183
TELANGANA,"Jayashankar bhupalpally",880.00,184
TELANGANA,Matampally,828.00,185
TELANGANA,NASPUR,824.00,186
TELANGANA,Dornakal,818.00,187
TELANGANA,"Mulakalapally mandl",798.00,188
TELANGANA,Musheerabad,798.00,188
TELANGANA,"RAASI CEMENT FACTORY WAZIRABAD",791.00,190
TELANGANA,"BANJARA HILLS ,HYDERABAD",777.00,191
TELANGANA,BANSWADA,776.00,192
TELANGANA,"Malkajgiri, Hyderabad",771.00,193
TELANGANA,"Mayuri Nagar, miyapur",771.00,193
TELANGANA,Kukatpally,771.00,193
TELANGANA,"Tarnaka, Hyderabad",771.00,193
TELANGANA,"Rallaguda bridge, besides mallikarjuna marbles and",771.00,193
TELANGANA,CHEGUNTA,771.00,193
TELANGANA,"Miyapur ,hyderabad",771.00,193
TELANGANA,"Ecil,hyderabad",771.00,193
TELANGANA,Secendrabad,764.00,201
TELANGANA,HYDERABAD-500018,750.00,202
TELANGANA,"City & Mandal : KORATLA ;(District: Jagtial Dist.)",743.00,203
TELANGANA,Kowkoor,736.00,204
TELANGANA,Pedapalli,736.00,204
TELANGANA,SECUNDERABAD-25,735.00,206
TELANGANA,"YAPRAL, SECUNDERABAD",729.00,207
TELANGANA,INDERAVELLY,726.00,208
TELANGANA,"Miyapur HYDERABAD",725.00,209
TELANGANA,Godavarikhani,725.00,209
TELANGANA,"HYDERABAD, shamshabad",725.00,209
TELANGANA,"Range reddy dist",704.00,212
TELANGANA,"Mulugupally, Kataram",700.00,213
TELANGANA,Cherial,698.00,214
TELANGANA,"SECUNDERABAD 500003",685.00,215
TELANGANA,"Bibinagar hyderabad",672.00,216
TELANGANA,"CHANDANAGAR, HYDERABAD",664.00,217
TELANGANA,"Uppal, Hyderabad,",664.00,217
TELANGANA,"Hanamkonda, WARANGAL. Mobile- 7661968333",664.00,217
TELANGANA,Mulakalapally,661.00,220
TELANGANA,Dubbak,658.00,221
TELANGANA,UTNUR,645.00,222
TELANGANA,SECUNDERAB,641.00,223
TELANGANA,"Suryapet (town) suryapet (dist)",635.00,224
TELANGANA,Tekulapalli,625.00,225
TELANGANA,Chilkur,612.00,226
TELANGANA,Ghatkesar(Vill)(Mandal),612.00,226
TELANGANA,"Hyderabad .",599.00,228
TELANGANA,Koheda,597.00,229
TELANGANA,Keshampet,589.00,230
TELANGANA,KOSIGI,588.00,231
TELANGANA,"C.C.C NASPUR",581.00,232
TELANGANA,NARAYANKHED,573.00,233
TELANGANA,"Kphb 9th phase, near forum mall, Hyderabad",568.00,234
TELANGANA,Boduppal,563.00,235
TELANGANA,"Mehdipatnam, HYDERABAD",530.00,236
TELANGANA,"NIZAMABAD,Telangana",517.00,237
TELANGANA,Rayaparthi,517.00,237
TELANGANA,"KUKATPALLI, HYDERABAD",496.00,239
TELANGANA,"MOHANRAOPET, Korutla mandal, jagityal dist",487.00,240
TELANGANA,"Lunger houz , Hyderabad",486.00,241
TELANGANA,"PERZAADIGUDA, HYDERABAD",475.00,242
TELANGANA,"Chirch compond",475.00,242
TELANGANA,"Bagh amberpet,hyderabad",471.00,244
TELANGANA,Athvelly,471.00,244
TELANGANA,"kompally , Hyd",452.00,246
TELANGANA,ALLIPUR,449.00,247
TELANGANA,CHOPPADANDI,449.00,247
TELANGANA,"MEHADIPATNAM ,Hyderabad",443.00,249
TELANGANA,"Kallur,khammam dist",442.00,250
TELANGANA,MUNAGALA,435.00,251
TELANGANA,JAINOOR,435.00,251
TELANGANA,"Kaghaznagar, 9849771800.",435.00,251
TELANGANA,"Vikarabad Dist",435.00,251
TELANGANA,Bachupally,431.00,255
TELANGANA,"DHARMARAM KARIMNAGAR DISTRICT",405.00,256
TELANGANA,"My Home Industries Pvt Ltd",405.00,256
TELANGANA,PALAKURTHY,399.00,258
TELANGANA,"Bachupally, Hyderabad",399.00,258
TELANGANA,Nizambadh,399.00,258
TELANGANA,MAKTHAL,399.00,258
TELANGANA,Kazipet,399.00,258
TELANGANA,"RUDRARAM, Hyderabad",386.00,263
TELANGANA,Mellacheruv,376.00,264
TELANGANA,"Medchal district, shamirpet mondal. Hyderabad",376.00,264
TELANGANA,"hyderabad, rangareddy .",376.00,264
TELANGANA,Miryagudem,376.00,264
TELANGANA,"Madhapur, Hyderabad",365.00,268
TELANGANA,"JOGULAMBA GADWAL District",363.00,269
TELANGANA,Hanumakonda,353.00,270
TELANGANA,"Srirama colony, Armur",353.00,270
TELANGANA,"Amberpwt Hyderabad",345.00,272
TELANGANA,"ANJANI PORTLAND CEMENT FACTORY",345.00,272
TELANGANA,narsapur,342.00,274
TELANGANA,Sicendrabad,331.00,275
TELANGANA,"Khammam District",307.00,276
TELANGANA,ELGAID,301.00,277
TELANGANA,Julurupadu,301.00,277
TELANGANA,Biknoor,301.00,277
TELANGANA,HYDERABAD-47,301.00,277
TELANGANA,"Hyderabad SECUNDERABAD",292.00,281
TELANGANA,DAMMAPETA,0.00,282
TELANGANA,"Vikarabad pudur",0.00,282
TELANGANA,BOINPALLE,0.00,282
TELANGANA,Chinnakodur,0.00,282
TELANGANA,Manthani,0.00,282
TELANGANA,"WARANGAL INDUSTRIAL AREA",0.00,282
TELANGANA,"Medak, narsapur",0.00,282
TELANGANA,"THIMMAPUR KARIMNAGAR DISTRICT",0.00,282
TELANGANA,"KHAMMAM, Vemsoor(mandal)",0.00,282
TELANGANA,Thrumalagiri,0.00,282
TELANGANA,Chitkul,0.00,282
TRIPURA,AGARTALA,86919.95,1
TRIPURA,DHARMANAGAR,7521.00,2
TRIPURA,SONAMURA,6367.07,3
TRIPURA,"WEST TRIPURA",3081.00,4
TRIPURA,KUMARGHAT,2704.24,5
TRIPURA,Golaghati,1958.00,6
TRIPURA,GAKULPUR,1560.00,7
TRIPURA,Methermia,1502.00,8
TRIPURA,KAMALPUR,1431.00,9
TRIPURA,PANISAGAR,1329.00,10
TRIPURA,KAILASAHAR,1283.14,11
TRIPURA,Halhali,1213.00,12
TRIPURA,BANKIMNAGAR,1011.00,13
TRIPURA,BADHARGHAT,1009.00,14
TRIPURA,DINABANDHUNAGAR,487.00,15
TRIPURA,DUKLI,484.00,16
"UTTAR PRADESH",LUCKNOW,1396802.15,1
"UTTAR PRADESH",NOIDA,1347864.80,2
"UTTAR PRADESH",GHAZIABAD,1246681.27,3
"UTTAR PRADESH","GREATER NOIDA",513377.94,4
"UTTAR PRADESH",KANPUR,461461.03,5
"UTTAR PRADESH",VARANASI,337780.71,6
"UTTAR PRADESH",ALLAHABAD,270648.92,7
"UTTAR PRADESH",MEERUT,223177.40,8
"UTTAR PRADESH",GORAKHPUR,214769.92,9
"UTTAR PRADESH",Agra,206755.30,10
"UTTAR PRADESH",BAREILLY,132186.51,11
"UTTAR PRADESH",ALIGARH,110855.99,12
"UTTAR PRADESH",JHANSI,90803.76,13
"UTTAR PRADESH",MATHURA,70139.10,14
"UTTAR PRADESH",MORADABAD,64672.49,15
"UTTAR PRADESH",FAIZABAD,54241.82,16
"UTTAR PRADESH",SAHARANPUR,54121.15,17
"UTTAR PRADESH",SHAHJAHANPUR,44639.11,18
"UTTAR PRADESH","GAUTAM BUDDHA NAGAR",44545.77,19
"UTTAR PRADESH",MUZAFFARNAGAR,42840.63,20
"UTTAR PRADESH",AZAMGARH,41865.00,21
"UTTAR PRADESH","Greater Noida West",41804.06,22
"UTTAR PRADESH","RAE BARELI",41472.47,23
"UTTAR PRADESH",BARABANKI,40752.97,24
"UTTAR PRADESH",UNNAO,39707.30,25
"UTTAR PRADESH",SULTANPUR,32895.11,26
"UTTAR PRADESH",GHAZIPUR,32058.51,27
"UTTAR PRADESH",BALLIA,31806.53,28
"UTTAR PRADESH",ORAI,31357.53,29
"UTTAR PRADESH",RAMPUR,31315.58,30
"UTTAR PRADESH",LAKHIMPUR,30540.32,31
"UTTAR PRADESH",SITAPUR,29311.24,32
"UTTAR PRADESH",Prayagraj,29221.00,33
"UTTAR PRADESH",GONDA,28306.58,34
"UTTAR PRADESH",HARDOI,27889.73,35
"UTTAR PRADESH",JAUNPUR,26913.38,36
"UTTAR PRADESH",BIJNOR,26592.00,37
"UTTAR PRADESH",BULANDSHAHR,26254.00,38
"UTTAR PRADESH",BASTI,25113.00,39
"UTTAR PRADESH",ETAWAH,23134.92,40
"UTTAR PRADESH",LONI,23113.00,41
"UTTAR PRADESH",BAHRAICH,22125.91,42
"UTTAR PRADESH",VRINDAVAN,20952.73,43
"UTTAR PRADESH",DEORIA,20933.00,44
"UTTAR PRADESH",PILIBHIT,20159.43,45
"UTTAR PRADESH",BANDA,19831.38,46
"UTTAR PRADESH","MAUNATH BHANJAN",19048.19,47
"UTTAR PRADESH",Mainpuri,18089.00,48
"UTTAR PRADESH",BUDAUN,17125.96,49
"UTTAR PRADESH",GARHMUKTESHWAR,16297.76,50
"UTTAR PRADESH","MIRZAPUR CUM VINDHYACHAL",15912.24,51
"UTTAR PRADESH",MODINAGAR,15041.76,52
"UTTAR PRADESH","FATEHPUR FATEHPUR DISTRICT",14422.62,53
"UTTAR PRADESH",FARRUKHABAD,13506.00,54
"UTTAR PRADESH","BELA PRATAPGARH",13198.14,55
"UTTAR PRADESH",KHURJA,12909.36,56
"UTTAR PRADESH",DEOBAND,12629.00,57
"UTTAR PRADESH",ROBERTSGANJ,12619.00,58
"UTTAR PRADESH",FIROZABAD,12370.00,59
"UTTAR PRADESH",LALITPUR,12037.29,60
"UTTAR PRADESH",PILKHUWA,11904.28,61
"UTTAR PRADESH","FARIDPUR BAREILLY DISTRICT",11446.00,62
"UTTAR PRADESH",AKBARPUR,11240.00,63
"UTTAR PRADESH",shamli,11219.81,64
"UTTAR PRADESH",JUGAULI,11179.00,65
"UTTAR PRADESH",KUSHINAGAR,11171.29,66
"UTTAR PRADESH",HAPUR,11105.00,67
"UTTAR PRADESH",Amethi,10700.00,68
"UTTAR PRADESH",SAMBHAL,10641.00,69
"UTTAR PRADESH",NAJIBABAD,10591.00,70
"UTTAR PRADESH",FATEHGARH,10246.00,71
"UTTAR PRADESH",HATHRAS,10173.48,72
"UTTAR PRADESH","Noida extension",10074.00,73
"UTTAR PRADESH",UNCHAHAR,9796.00,74
"UTTAR PRADESH",TIRWAGANJ,9734.00,75
"UTTAR PRADESH",CHANDAUSI,9545.00,76
"UTTAR PRADESH","Belthara Road",9247.00,77
"UTTAR PRADESH",KHALILABAD,9176.96,78
"UTTAR PRADESH",Auraiya,9173.48,79
"UTTAR PRADESH","Vrindavan, mathura",9001.71,80
"UTTAR PRADESH",KARWI,8879.00,81
"UTTAR PRADESH",AMROHA,8694.00,82
"UTTAR PRADESH",Hamirpur,8666.00,83
"UTTAR PRADESH",Sonbhadra,8166.00,84
"UTTAR PRADESH",DHAMPUR,8163.00,85
"UTTAR PRADESH",MAHOBA,8150.71,86
"UTTAR PRADESH",PADRAUNA,8092.00,87
"UTTAR PRADESH",JAMUHAN,7758.00,88
"UTTAR PRADESH",KHAILAR,7679.00,89
"UTTAR PRADESH",Ikauna,7671.42,90
"UTTAR PRADESH","PALIA KALAN",7522.00,91
"UTTAR PRADESH",MILAK,7480.00,92
"UTTAR PRADESH",RAEBARELI,7459.14,93
"UTTAR PRADESH",Sahibabad,7399.14,94
"UTTAR PRADESH",ALIGANJ,7309.00,95
"UTTAR PRADESH",Etah,7093.00,96
"UTTAR PRADESH",BINDKI,7039.00,97
"UTTAR PRADESH",BAGHPAT,6934.00,98
"UTTAR PRADESH",KHERI,6699.00,99
"UTTAR PRADESH",CHANDAULI,6663.00,100
"UTTAR PRADESH",AYODHYA,6548.00,101
"UTTAR PRADESH",SOHAWAL,6540.00,102
"UTTAR PRADESH","KOSI KALAN , mathura",6492.00,103
"UTTAR PRADESH",OBRA,6338.00,104
"UTTAR PRADESH",MURADNAGAR,6250.00,105
"UTTAR PRADESH","TUNDLA KHAM",6118.00,106
"UTTAR PRADESH",KASGANJ,6003.62,107
"UTTAR PRADESH",DINDASPUR,5896.00,108
"UTTAR PRADESH","Gautam Buddh Nagar",5792.00,109
"UTTAR PRADESH","BHATPAR RANI",5730.00,110
"UTTAR PRADESH","mughal sarai",5482.00,111
"UTTAR PRADESH",BHADOHI,5403.00,112
"UTTAR PRADESH",CHANDPUR,5372.00,113
"UTTAR PRADESH","Bhojipura, Bareilly",5352.00,114
"UTTAR PRADESH",BHARWARI,5316.00,115
"UTTAR PRADESH",MUSAFIRKHANA,5273.00,116
"UTTAR PRADESH",ETMADPUR,5223.76,117
"UTTAR PRADESH",DIBIYAPUR,5046.00,118
"UTTAR PRADESH",CHUNAR,5002.00,119
"UTTAR PRADESH",Mau,4834.00,120
"UTTAR PRADESH",DADRI,4820.00,121
"UTTAR PRADESH",LALGANJ,4779.00,122
"UTTAR PRADESH","BARHANI BAZAR",4774.58,123
"UTTAR PRADESH",NAUGARH,4769.00,124
"UTTAR PRADESH","SIKANDERPUR BALLIA DISTRICT",4716.00,125
"UTTAR PRADESH",MUGHALSARAI,4652.00,126
"UTTAR PRADESH",GAJRAULA,4631.00,127
"UTTAR PRADESH","MAHRAJGANJ MAHRAJGANJ DISTRICT",4583.00,128
"UTTAR PRADESH",BEWAR,4581.72,129
"UTTAR PRADESH",Balrampur,4545.81,130
"UTTAR PRADESH",Chhibramau,4530.81,131
"UTTAR PRADESH",DEWA,4472.00,132
"UTTAR PRADESH","OBRA sonebhadra",4405.00,133
"UTTAR PRADESH",KATHAURA,4361.29,134
"UTTAR PRADESH","HINDALCO INDUSTRIES LTD",4359.00,135
"UTTAR PRADESH",NAGINA,4347.00,136
"UTTAR PRADESH",Pratapgarh,4330.86,137
"UTTAR PRADESH",KHATAULI,4307.00,138
"UTTAR PRADESH",LAHARPUR,4176.00,139
"UTTAR PRADESH",RASRA,4156.00,140
"UTTAR PRADESH",Baraut,4134.61,141
"UTTAR PRADESH",Anpara,4101.00,142
"UTTAR PRADESH","SARAI MIR",4032.00,143
"UTTAR PRADESH","KANPUR NAGAR",4022.48,144
"UTTAR PRADESH",BIJPUR,4020.00,145
"UTTAR PRADESH",Gauriganj,4019.00,146
"UTTAR PRADESH",KORWA,4016.00,147
"UTTAR PRADESH","AMETHI SULTANPUR DISTRICT",4014.00,148
"UTTAR PRADESH",MAHMUDABAD,4006.00,149
"UTTAR PRADESH",LUCKNOWLucknow,3986.00,150
"UTTAR PRADESH",BISHUNIPUR,3974.00,151
"UTTAR PRADESH",MIRZAPUR,3965.00,152
"UTTAR PRADESH",BHARTHANA,3943.14,153
"UTTAR PRADESH","GANJ DUNDWARA",3831.00,154
"UTTAR PRADESH",BAHERI,3803.00,155
"UTTAR PRADESH",Maharajganj,3772.00,156
"UTTAR PRADESH",DHANAURA,3763.00,157
"UTTAR PRADESH",Nautanwa,3734.80,158
"UTTAR PRADESH",AONLA,3542.10,159
"UTTAR PRADESH","Ambedkar Nagar",3537.00,160
"UTTAR PRADESH",HATA,3522.86,161
"UTTAR PRADESH",Niyotni,3519.00,162
